urls	urls_status	file
https://leanpub.com/course_admin/leanpub/programming101	failed	/github/workspace/child/author_create_course.Rmd
https://leanpub.com/course_admin/leanpub/programming101,	failed	/github/workspace/child/editor_invite_course.Rmd
